pgc,objtype,objname,alt_names,ra_deg,dec_deg,ra_readable,dec_readable,major_arcmin,minor_arcmin,axis_ratio_a_over_b,bt_mag,vt_mag,modbest,e_modbest,distance_mly
45901,G,ESO443-083,"2MASXJ13125607-3241382,2MFGC10534,2MIG1831,6dFJ1312561-324138,AGC029351,ESO443-083,ESOLV4430830,HIPASSJ1312-32,IRAS13101-3225,MCG-05-31-039,PGC045901,UGCA334,[RC2]A1310-32,FLASHJ131255.87-324118.0",198.232,-32.691,13h 12m 55.71s,"-32° 41' 27.98""",3.16,0.88,3.61,13.32,,31.79,0.55,74.31
45976,G,NGC5028,"2MASXJ13134588-1302324,2MIG1833,6dFJ1313459-130233,MCG-02-34-011,NGC5028,NPM1G-12.0448,PGC045976",198.441,-13.042,13h 13m 45.89s,"-13° 02' 32.45""",2.12,1.38,1.54,14.18,,34.87,0.17,306.78
45999,G,ESO219-041,"2MASXJ13135806-4928435,2MFGC10551,ESO219-041,ESOLV2190410,HIPASSJ1313-49,IRAS13109-4912,IRAS13110-4912,PGC045999",198.492,-49.479,13h 13m 58.07s,"-49° 28' 43.58""",2.97,0.93,3.19,12.96,12.01,33.41,0.33,156.90
46023,G,NGC5026,"2MASXJ13141365-4257404,6dFJ1314136-425741,ESO269-073,ESOLV2690730,IRAS13113-4241,LGG339:[G93]006,MCG-07-27-048,NGC5026,PGC046023,[DCL86]540,[V89]154",198.557,-42.961,13h 14m 13.65s,"-42° 57' 40.32""",3.52,1.81,1.95,12.55,11.81,33.61,0.30,172.28
46029,G,PGC046029,"2MASXJ13142025-4607294,ESO269-074:,ESOLV2690740,IRAS13114-4551,LGG342:[G93]002,PGC046029,PGC518709",198.584,-46.125,13h 14m 20.16s,"-46° 07' 29.11""",2.30,1.26,1.82,13.20,,33.16,0.37,139.71
46030,G,PGC046030,"2MASXJ13142371-4606414,ESO269-074:,ESOLV2690741,LGG342:[G93]009,PGC046030",198.599,-46.111,13h 14m 23.70s,"-46° 06' 40.96""",3.01,1.37,2.20,15.80,,33.19,0.37,141.59
46126,G,NGC5042,"2MASXJ13153130-2358565,6dFJ1315310-235903,AGC029403,ESO508-031,ESOLV5080310,HIPASSJ1315-23,IRAS13127-2343,MCG-04-31-043,NGC5042,PGC046126,UGCA340",198.880,-23.984,13h 15m 31.12s,"-23° 59' 00.63""",4.19,2.20,1.90,12.54,11.78,30.75,0.43,46.16
46150,G,NGC5047,"2MASXJ13154852-1631080,2MFGC10588,MCG-03-34-036,NGC5044_GROUP:[FS90]102,NGC5047,PGC046150",198.952,-16.519,13h 15m 48.53s,"-16° 31' 07.83""",2.86,0.29,9.82,13.60,,34.83,0.17,300.90
46252,G,IC4216,"2MASXJ13170188-1046121,6dFJ1317019-104612,HIPASSJ1316-10,IC4216,IRAS13144-1030,MCG-02-34-013,PGC046252",199.258,-10.770,13h 17m 01.91s,"-10° 46' 11.94""",2.05,0.77,2.66,13.69,,32.98,0.31,128.83
46351,G,NGC5062,"2MASXJ13182362-3527311,6dFJ1318236-352731,ESO382-035,ESOLV3820350,IRAS13155-3511,LGG340:[G93]003,MCG-06-29-026,NGC5062,PGC046351,FLASHJ131823.36-352728.5",199.598,-35.459,13h 18m 23.59s,"-35° 27' 31.21""",2.69,1.18,2.27,13.27,12.24,33.33,0.34,151.16
46357,G,NGC5063,"2MASXJ13182572-3521091,6dFJ1318257-352109,ESO382-036,ESOLV3820360,LGG340:[G93]004,MCG-06-29-027,NGC5063,PGC046357,FLASHJ131826.33-352110.3",199.607,-35.353,13h 18m 25.72s,"-35° 21' 09.03""",2.02,1.63,1.24,13.26,,33.27,0.35,147.38
46400,G,NGC5068,"2MASXJ13185480-2102207,ESO576-029,ESOLV5760290,HIPASSJ1318-21,IRAS13161-2046,IRAS13162-2046,MCG-03-34-046,NGC5068,PGC046400,PGC169702,UGCA345",199.729,-21.039,13h 18m 54.88s,"-21° 02' 20.48""",7.48,6.68,1.12,10.64,10.06,28.56,0.08,16.80
46452,G,ESO382-041,"2MASXJ13192876-3506055,2MFGC10650,6dFJ1319288-350608,AGC029474,ESO382-041,ESOLV3820410,FGCE1049,HIPASSJ1319-35,PGC046452,RFGC2531,FLASHJ131929.38-350608.9",199.870,-35.102,13h 19m 28.78s,"-35° 06' 05.61""",2.19,0.26,8.49,15.41,,32.22,0.28,90.62
46490,G,NGC5078,"2MASXJ13195002-2724362,6dFJ1319500-272436,ESO508-048,ESOLV5080480,HIPASSJ1319-27,IRAS13170-2708,LGG341:[G93]004,MCG-04-32-001,NGC5078,PGC046490",199.958,-27.410,13h 19m 50.04s,"-27° 24' 36.12""",2.56,0.62,4.17,12.02,10.64,32.43,0.52,99.68
46491,G,ESO576-032,"2MASXJ13195199-2216437,6dFJ1319520-221644,AGC029486,ESO576-032,ESOLV5760320,IRAS13171-2200,MCG-04-32-003,PGC046491,UGCA348",199.967,-22.279,13h 19m 52.00s,"-22° 16' 43.84""",2.17,1.52,1.43,13.21,,30.71,0.73,45.31
46502,G,ESO269-085,"2MASXJ13195893-4716544,6dFJ1319589-471655,AGC029483,ESO269-085,ESOLV2690850,FAIR0321,HIPASSJ1320-47,IRAS13169-4701,IRAS13170-4701,LGG342:[G93]004,PGC046502,[V89]158",199.995,-47.282,13h 19m 58.90s,"-47° 16' 54.33""",2.19,1.19,1.84,12.90,,31.69,0.76,71.06
46541,G,NGC5087,"2MASXJ13202496-2036396,6dFJ1320250-203640,ESO576-035,ESOLV5760350,IRAS13177-2020,IRAS13177-2021,LGG345:[G93]002,MCG-03-34-050,NGC5087,PGC046541,UGCA350",200.104,-20.611,13h 20m 24.99s,"-20° 36' 39.85""",2.95,2.49,1.18,12.22,11.13,32.12,0.61,86.38
46528,G,NGC5090B,"2MASXJ13201750-4351525,6dFJ1320175-435153,ESO269-088,ESOLV2690880,IRAS13173-4335,IRAS13173-4336,MCG-07-27-052,NGC5090B,PGC046528,[DCL86]561,[V89]161",200.073,-43.865,13h 20m 17.52s,"-43° 51' 52.62""",2.39,0.85,2.82,14.15,,33.91,0.26,197.34
46521,G,ESO382-045,"ESO382-045,ESOLV3820450,HIPASSJ1320-36,LGG349:[G93]001,MCG-06-29-028,PGC046521,FLASHJ132014.42-360236.5",200.061,-36.044,13h 20m 14.72s,"-36° 02' 39.80""",2.55,1.23,2.07,14.03,,30.86,0.36,48.38
46531,G,NGC5085,"ESO508-050,ESOLV5080500,HIPASSJ1320-24,IRAS13175-2410,LGG341:[G93]008,MCG-04-32-005,NGC5085,PGC046531,UGCA349",200.074,-24.440,13h 20m 17.81s,"-24° 26' 25.16""",4.06,3.26,1.25,13.47,12.60,32.25,0.57,92.09
46574,G,ESO576-040,"2MASXJ13204374-2203039,6dFJ1320438-220304,AGC029511,ESO576-040,ESOLV5760400,HIPASSJ1320-22,LGG345:[G93]005,MCG-04-32-007,PGC046574",200.182,-22.051,13h 20m 43.77s,"-22° 03' 03.85""",2.21,0.58,3.80,14.69,,32.33,0.04,95.15
46618,G,NGC5090,"2MASXJ13211286-4342168,ESO270-002,ESOLV2700020,LGG339:[G93]008,MCG-07-27-054,MRC1318-434,NGC5090,PGC046618,PGC545600,[DCL86]565",200.304,-43.705,13h 21m 12.85s,"-43° 42' 16.50""",3.48,2.73,1.28,12.57,11.28,32.92,0.18,125.15
46626,G,NGC5091,"AM1318-432,ESO270-004,ESOLV2700040,LGG339:[G93]009,MCG-07-27-055,NGC5091,PGC046626,[DCL86]567",200.322,-43.719,13h 21m 17.28s,"-43° 43' 09.09""",2.15,1.33,1.62,13.85,,33.49,0.32,162.71
46737,G,NGC5111,"2MASXJ13225651-1257530,6dFJ1322565-125753,MCG-02-34-041,NGC5111,NPM1G-12.0451,PGC046737",200.735,-12.965,13h 22m 56.51s,"-12° 57' 53.00""",2.63,2.10,1.25,13.61,,34.52,0.20,261.59
46896,G,NGC5121,"2MASXJ13244558-3740559,6dFJ1324456-374056,ESO382-057,ESOLV3820570,HIPASSJ1324-37,IRAS13219-3725,LGG349:[G93]002,MCG-06-29-035,NGC5121,PGC046896",201.190,-37.682,13h 24m 45.62s,"-37° 40' 55.81""",2.16,1.68,1.29,12.48,11.62,31.52,0.79,65.59
46902,G,NGC5124,"2MASXJ13245027-3018279,6dFJ1324503-301828,ESO444-027,ESOLV4440270,LGG351:[G93]002,MCG-05-32-009,NGC5124,PGC046902,FLASHJ132450.14-301824.8",201.210,-30.308,13h 24m 50.29s,"-30° 18' 27.67""",2.48,0.80,3.10,13.08,12.08,33.78,0.28,185.79
47031,G,NGC5140,"2MASXJ13262174-3352067,6dFJ1326217-335207,ESO382-065,ESOLV3820650,IRAS13235-3336,LGG353:[G93]002,MCG-05-32-016,NGC5140,PGC047031",201.591,-33.868,13h 26m 21.74s,"-33° 52' 06.38""",2.36,1.98,1.19,12.85,,33.71,0.29,179.98
47055,G,NGC5146,"2MASXJ13263751-1219259,6dFJ1326375-121926,MCG-02-34-049,NGC5146,NPM1G-12.0454,PGC047055",201.656,-12.324,13h 26m 37.51s,"-12° 19' 25.95""",2.16,1.39,1.56,14.09,,34.94,0.16,316.68
47151,G,ESO324-023,"2MASXJ13272845-3810353,2MFGC10805,6dFJ1327295-381040,AGC029663,ESO324-023,ESOLV3240230,HIPASSJ1327-38,IRAS13246-3755,LGG349:[G93]003,MCG-06-30-003,PGC047151,PGC183701",201.873,-38.178,13h 27m 29.54s,"-38° 10' 39.46""",3.96,0.81,4.86,13.12,,30.90,0.36,49.43
47187,G,NGC5152,"AGC029677,AM1325-292,ESO444-044,ESOLV4440440,LGG351:[G93]006,MCG-05-32-024,NGC5152,PGC047187,PGC727208,FLASHJ132750.69-293708.0",201.963,-29.619,13h 27m 51.19s,"-29° 37' 07.73""",2.03,1.04,1.95,13.57,,33.88,0.44,195.18
47194,G,NGC5153,"2MASXJ13275431-2937048,6dFJ1327543-293705,ESO444-045,ESOLV4440450,LGG351:[G93]007,MCG-05-32-025,NGC5153,PGC047194,FLASHJ132754.70-293707.9",201.976,-29.618,13h 27m 54.31s,"-29° 37' 04.73""",2.44,1.89,1.29,12.91,11.92,33.95,0.26,201.29
47283,G,NGC5156,"2MASXJ13284409-4855005,ESO220-013,ESOLV2200130,HIPASSJ1328-48,IRAS13256-4839,IRAS13257-4839,LGG342:[G93]006,NGC5156,PGC047283,[V89]164",202.184,-48.917,13h 28m 44.09s,"-48° 55' 00.50""",2.43,2.13,1.14,12.51,11.86,33.07,0.38,133.98
47289,G,PGC047289,"2MASXJ13284705-1730435,6dFJ1328471-173044,MCG-03-34-082,PGC047289,PGC881949",202.196,-17.512,13h 28m 47.05s,"-17° 30' 43.72""",2.48,1.02,2.43,14.01,,31.64,0.75,69.38
47321,G,NGC5161,"2MASXJ13291390-3310258,6dFJ1329139-331026,AGC029708,ESO383-004,ESOLV3830040,HIPASSJ1329-33,IRAS13264-3255,MCG-05-32-031,NGC5161,PGC047321,UGCA359,FLASHJ132914.02-331029.7",202.308,-33.174,13h 29m 13.91s,"-33° 10' 25.67""",5.36,1.62,3.31,12.03,11.52,31.63,0.10,69.00
47309,G,ESO324-029,"2MASXJ13290360-4159464,ESO324-029,ESOLV3240290,IRAS13261-4144,MCG-07-28-003,PGC047309",202.265,-41.996,13h 29m 03.60s,"-41° 59' 45.95""",2.39,0.97,2.47,13.29,,32.38,0.53,97.77
47330,G,NGC5172,"2MASXJ13291914+1703061,AGC008477,CGCG101-057,HIPASSJ1329+17,IRAS13268+1718,MCG+03-34-041,NGC5172,PGC047330,SDSSJ132919.16+170306.2,UGC08477,UZC132654+17190",202.330,17.052,13h 29m 19.15s,"+17° 03' 06.18""",2.38,1.34,1.77,12.68,11.96,33.93,0.26,199.26
47345,G,ESO383-005,"2MASXJ13292355-3416168,2MFGC10847,6dFJ1329236-341617,ESO383-005,ESOLV3830050,HIPASSJ1329-34,IRAS13265-3400,LGG353:[G93]003,MCG-06-30-005,PGC047345,FLASHJ132923.73-341623.5",202.348,-34.271,13h 29m 23.55s,"-34° 16' 16.80""",2.84,0.56,5.07,14.31,,33.54,0.23,166.58
47489,G,NGC5182,"2MASXJ13304109-2809009,6dFJ1330411-280901,ESO444-062,ESOLV4440620,IRAS13278-2753,LGG351:[G93]009,MCG-05-32-034,NGC5182,PGC047489,FLASHJ133041.29-280850.8",202.671,-28.150,13h 30m 41.09s,"-28° 09' 01.03""",2.06,1.60,1.29,13.39,12.56,33.99,0.25,205.13
47549,G,NGC5188,"2MASXJ13312829-3447400,ESO383-009,ESOLV3830090,IRAS13286-3432,MCG-06-30-007,NGC5188,PGC047549,FLASHJ133128.46-344744.2",202.868,-34.794,13h 31m 28.26s,"-34° 47' 39.86""",3.27,2.31,1.42,12.91,12.04,32.12,0.43,86.70
47762,G,NGC5206,"2MASXJ13334398-4809044,6dFJ1333440-480904,ESO220-018,ESOLV2200180,LGG344:[G93]006,NGC5206,PGC047762",203.433,-48.151,13h 33m 44.01s,"-48° 09' 04.15""",4.26,2.81,1.52,11.93,10.49,27.53,0.01,10.46
47752,G,ESO444-072,"2MASXJ13333473-3140201,6dFJ1333347-314020,ABELL3562:[PL95]BCG,ESO444-072,ESOLV4440720,PGC047752,FLASHJ133334.76-314018.7",203.395,-31.672,13h 33m 34.73s,"-31° 40' 20.27""",2.04,1.09,1.87,14.58,,36.66,0.07,701.17
47822,G,NGC5223,"2MASXJ13342524+3441255,CGCG190-025,MCG+06-30-040,NGC5223,NRGb251.022,PGC047822,UGC08553,UZC133206+34570",203.605,34.690,13h 34m 25.24s,"+34° 41' 25.50""",2.14,1.42,1.50,14.29,,35.17,0.15,352.39
47847,G,ESO270-017,"2MASXJ13344722-4532508,ESO270-017,ESOLV2700170,FGCE1079,HIPASSJ1334-45,IRAS13316-4517,IRAS13317-4517,LGG344:[G93]004,MCG-07-28-004,PGC047847,RFGC2603,[RC2]A1332-45",203.695,-45.547,13h 34m 46.81s,"-45° 32' 50.31""",11.56,1.46,7.91,11.76,11.72,29.21,0.05,22.67
47972,G,NGC5220,"2MASXJ13355666-3327137,6dFJ1335567-332714,ESO383-036,ESOLV3830360,IRAS13330-3311,MCG-05-32-046,NGC5220,PGC047972,WMMA124,FLASHJ133556.37-332712.4",203.986,-33.454,13h 35m 56.68s,"-33° 27' 13.66""",2.62,1.21,2.17,13.54,,33.89,0.26,195.45
47987,G,IC4293,"2MASXJ13360226-2552562,6dFJ1336023-255256,ESO509-077,ESOLV5090770,IC4293,MCG-04-32-044,PGC047987",204.009,-25.882,13h 36m 02.22s,"-25° 52' 56.11""",2.19,1.39,1.58,13.57,,34.09,0.24,214.80
48093,G,NGC5219,"2MASXJ13384167-4551217,6dFJ1338417-455122,AGC029932,ESO270-023,ESOLV2700230,HIPASSJ1338-45,IRAS13356-4536,MCG-07-28-007,NGC5219,NGC5244,PGC048093,PGC048236",204.674,-45.856,13h 38m 41.68s,"-45° 51' 21.51""",2.22,1.49,1.49,13.35,13.30,32.30,0.28,93.98
48171,G,NGC5247,"2MASXJ13380303-1753025,AGC029924,ESO577-014,ESOLV5770140,HIPASSJ1338-17,IRAS13353-1737,MCG-03-35-011,NGC5247,PGC048171,UGCA368",204.513,-17.884,13h 38m 03.12s,"-17° 53' 02.57""",5.32,4.24,1.26,10.77,10.41,31.52,0.80,65.59
48179,G,PGC048179,"6dFJ1338103-094807,DDO180,HIPASSJ1338-09,IRAS13355-0932,IRAS13355-0933,LOG295,MCG-02-35-010,PGC048179,[RC2]A1335-09",204.543,-9.802,13h 38m 10.32s,"-09° 48' 06.60""",2.19,1.75,1.25,12.81,12.36,31.45,0.81,63.71
48166,G,ESO383-048,"2MASXJ13380150-3331100,6dFJ1338015-333110,ESO383-048,ESOLV3830480,IRAS13351-3315,MCG-05-32-054,PGC048166,WMMA169,FLASHJ133801.79-333108.7",204.506,-33.519,13h 38m 01.50s,"-33° 31' 10.04""",2.62,0.36,7.18,14.63,,33.69,0.29,178.08
48258,G,IC4310,"2MASXJ13385713-2550447,6dFJ1338571-255045,ESO509-088,ESOLV5090880,IC4310,MCG-04-32-047,PGC048258",204.738,-25.846,13h 38m 57.15s,"-25° 50' 44.58""",2.38,0.96,2.48,13.33,,32.73,0.45,114.88
48307,G,NGC5254,"2MASXJ13393790-1129379,6dFJ1339379-112938,AGC530342,HIPASSJ1339-11,IRAS13369-1114,MCG-02-35-012,NGC5254,PGC048307",204.908,-11.494,13h 39m 37.91s,"-11° 29' 37.90""",3.33,1.44,2.32,12.79,12.16,32.26,0.10,92.43
48332,G,UGC08651,"CGCG218-034,DDO181,MCG+07-28-046,PGC048332,UGC08651,[RC2]A1337+40,UZC133748+41000",204.974,40.739,13h 39m 53.82s,"+40° 44' 20.90""",2.31,1.29,1.79,14.65,14.01,27.47,0.02,10.17
48335,h,ESO132-016,"ESO132-016,PGC048335",204.984,-61.733,13h 39m 56.14s,"-61° 43' 59.67""",4.60,3.70,1.24,,,,,
48359,G,ESO220-028,"2MASXJ13401282-5108322,2MFGC11034,AGC029959,ESO220-028,ESOLV2200280,FGCE1091,HIPASSJ1340-51,IRAS13370-5053,PGC048359,RFGC2624",205.053,-51.142,13h 40m 12.82s,"-51° 08' 32.04""",2.13,0.32,6.73,14.78,,33.54,0.31,166.50
48369,G,PGC048369,"6dFJ1340184-285332,ESOLV4450061,PGC048369,FLASHJ134018.51-285329.3",205.077,-28.892,13h 40m 18.41s,"-28° 53' 32.16""",2.04,1.22,1.67,15.95,,29.52,2.07,26.15
48392,G,UGC08658,"2MASXJ13403990+5419588,CGCG271-056,CGCG272-001,HOLMBERG5,MCG+09-22-091,NIBLES1902,PGC048392,SDSSJ134039.83+541958.5,SDSSJ134039.84+541958.2,SDSSJ134039.84+541958.3,SDSSJ134039.85+541958.3,UGC08658,[RC2]A1338+54,UZC133842+54350,2MASXIJ1340400+541958,LCSB_L587O",205.166,54.333,13h 40m 39.86s,"+54° 19' 58.52""",2.11,1.29,1.64,13.16,12.73,32.65,0.23,110.47
48467,G,NGC5264,"2MASXJ13413668-2954472,2MFGC11045,6dFJ1341367-295447,DDO242,ESO445-012,ESOLV4450120,GLXYG315.7+31.7+480,HIPASSJ1341-29,LGG355:[G93]002,MCG-05-32-066,NGC5264,PGC048467,UGCA370,[PDS2002]1629,FLASHJ134136.96-295450.2",205.403,-29.913,13h 41m 36.74s,"-29° 54' 45.84""",2.96,2.19,1.35,12.59,11.98,28.24,0.04,14.51
48816,G,NGC5301,"2MASXJ13462460+4606266,2MASXJ13462465+4606266,2MFGC11110,CGCG246-023,IRAS13443+4621,MCG+08-25-041,NGC5301,NIBLES1917,PGC048816,SDSSJ134624.66+460625.4,SDSSJ134624.67+460625.3,SDSSJ134624.68+460625.2,SDSSJ134624.69+460625.2,UGC08711,UZC134424+46220,SDSSJ134624.75+460625.2",206.603,46.107,13h 46m 24.66s,"+46° 06' 25.77""",3.96,0.84,4.73,13.33,12.63,31.67,0.24,70.41
48896,G,ESO383-076,"2MASXJ13472838-3251540,6dFJ1347284-325154,ABELL3571:[PL95]BCG,ESO383-076,ESOLV3830760,MCG-05-33-002,NFPJ134728.4-325152,PGC048896,PGC095957,[QR95]:B134435.5-323657,FLASHJ134728.93-325156.9,ABELL3571:SMC-187",206.868,-32.865,13h 47m 28.37s,"-32° 51' 53.95""",2.62,1.32,1.98,13.10,,36.14,0.09,550.84
48909,G,NGC5292,"2MASXJ13474008-3056225,6dFJ1347401-305622,ESO445-031,ESOLV4450310,IRAS13447-3041,LGG357:[G93]008,MCG-05-33-008,NGC5292,PGC048909,FLASHJ134740.41-305615.3",206.917,-30.940,13h 47m 40.08s,"-30° 56' 22.41""",2.31,1.34,1.73,12.79,11.92,34.03,0.25,209.04
48953,G,UGC08737,"2MASXJ13481670+6805060,2MFGC11144,2MIG1902,CGCG317-008,IRAS13469+6820,LOG299,MCG+11-17-008,PGC048953,UGC08737,UZC134654+68200",207.070,68.085,13h 48m 16.68s,"+68° 05' 05.87""",2.40,0.51,4.68,14.68,,32.76,0.24,116.21
48976,G,ESO577-038,"ESO577-038,ESOLV5770380,FGC1669,HIPASSJ1348-18,LOG300,PGC048976,RFGC2652",207.107,-18.872,13h 48m 25.63s,"-18° 52' 18.16""",2.10,0.11,19.63,16.61,,32.21,0.57,90.16
49025,G,IC4329,"2MASXJ13490531-3017452,6dFJ1349053-301745,ABELL3574:[PL95]BCG,ESO445-046,ESOLV4450460,IC4329,LGG357:[G93]010,MCG-05-33-019,PGC049025,FLASHJ134905.08-301741.7",207.272,-30.296,13h 49m 05.31s,"-30° 17' 44.79""",4.74,2.65,1.79,12.24,10.97,34.05,0.24,210.97
49050,G,ESO383-087,"2MASXJ13491749-3603483,6dFJ1349175-360348,ESO383-087,ESOLV3830870,GLXYG315.9+25.4+326,HIPASSJ1349-36,IRAS13463-3548,MCG-06-30-025,PGC049050,PGC641329,[PDS2002]1631",207.323,-36.063,13h 49m 17.51s,"-36° 03' 48.35""",4.30,3.32,1.29,11.29,10.91,27.52,0.02,10.41
49129,G,ESO383-091,"2MASSJ13503174-3717211,6dFJ1350321-371721,AGC030139,ESO383-091,ESOLV3830910,PGC049129",207.632,-37.289,13h 50m 31.76s,"-37° 17' 21.05""",2.65,0.34,7.74,14.35,,30.75,0.38,46.18
49187,G,ESO384-002,"ESO384-002,ESOLV3840020,HIPASSJ1351-33,IRAS13484-3333,PGC049187,TOL087",207.829,-33.808,13h 51m 18.90s,"-33° 48' 28.44""",2.66,1.91,1.39,12.58,12.33,30.87,0.36,48.64
49236,G,NGC5324,"2MASXJ13520588-0603299,AGC530375,HIPASSJ1352-06,IRAS13494-0548,MCG-01-35-016,NGC5324,PGC049236",208.025,-6.058,13h 52m 05.90s,"-06° 03' 30.23""",2.22,1.09,2.04,12.59,12.18,33.27,0.35,147.38
49307,G,NGC5328,"2MASXJ13525331-2829213,6dFJ1352533-282922,ESO445-067,ESOLV4450670,LGG357:[G93]014,MCG-05-33-028,NGC5328,PGC049307,FLASHJ135253.27-282919.7",208.222,-28.489,13h 52m 53.32s,"-28° 29' 21.59""",3.11,1.73,1.79,12.71,11.71,34.15,0.23,220.61
49424,G,NGC5333,"2MASXJ13542423-4830454,6dFJ1354242-483045,ESO221-017,ESOLV2210170,LGG356:[G93]006,NGC5333,PGC049424,PGC184230",208.601,-48.513,13h 54m 24.22s,"-48° 30' 45.10""",2.18,1.11,1.97,12.81,11.89,32.91,0.41,124.40
49473,G,ESO510-013,"2MASXJ13550435-2646504,6dFJ1355043-264651,AM1352-263,ESO510-013,ESOLV5100130,IRAS13522-2632,MCG-04-33-013,PGC049473,FLASHJ135504.73-264647.6",208.768,-26.781,13h 55m 04.33s,"-26° 46' 51.18""",2.13,1.54,1.38,13.42,,33.49,0.32,162.71
49493,G,ESO271-004,"2MASXJ13552222-4428419,2MFGC11237,6dFJ1355222-442842,AGC030218,ESO271-004,ESOLV2710040,LGG365:[G93]001,PGC049493",208.843,-44.478,13h 55m 22.21s,"-44° 28' 42.15""",2.06,0.45,4.57,14.70,,32.66,0.47,111.08
49534,G,NGC5357,"2MASXJ13555954-3020291,6dFJ1355596-302029,ESO445-078,ESOLV4450780,LGG357:[G93]021,MCG-05-33-032,NGC5357,PGC049534,FLASHJ135559.33-302024.7",208.998,-30.341,13h 55m 59.54s,"-30° 20' 29.30""",2.18,1.87,1.17,12.98,12.01,34.23,0.23,228.36
49586,G,NGC5365A,"2MASXJ13563952-4400331,2MFGC11257,6dFJ1356395-440033,ESO271-006,ESOLV2710060,IRAS13535-4345,LGG365:[G93]003,MCG-07-29-001,NGC5365A,PGC049586,PGC049593",209.165,-44.009,13h 56m 39.52s,"-44° 00' 33.18""",2.84,0.68,4.17,13.54,,32.73,0.29,114.61
49663,G,UGC08892,"CGCG295-028,MCG+10-20-052,PGC049663,UGC08892,VV792",209.421,57.002,13h 57m 41.09s,"+57° 00' 05.88""",2.03,1.56,1.30,15.49,,32.38,0.54,97.77
49673,G,NGC5365,"2MASXJ13575063-4355528,6dFJ1357506-435553,ESO271-008,ESOLV2710080,LGG365:[G93]002,MCG-07-29-002,NGC5365,PGC049673,PGC542765",209.461,-43.931,13h 57m 50.63s,"-43° 55' 52.88""",3.88,2.12,1.83,12.38,11.32,32.66,0.46,111.08
49676,G,IC4351,"2MASXJ13575425-2918566,6dFJ1357542-291856,AGC030262,ESO445-084,ESOLV4450840,FGCE1116,HIPASSJ1357-29,IC4351,IRAS13550-2904,LGG367:[G93]002,MCG-05-33-034,PGC049676,RFGC2682,UGCA376,FLASHJ135754.13-291853.6",209.476,-29.316,13h 57m 54.22s,"-29° 18' 56.47""",6.55,1.04,6.32,12.58,11.62,32.58,0.24,106.76
49722,G,ESO221-020,"2MASXJ13582304-4828339,6dFJ1358231-482834,ESO221-020,ESOLV2210200,PGC049722",209.596,-48.476,13h 58m 23.03s,"-48° 28' 33.96""",2.27,1.88,1.21,13.31,,32.94,0.41,126.31
49884,G,ESO271-010,"2MASXJ14004644-4525068,AGC030293,ESO271-010,ESOLV2710100,HIPASSJ1400-45,IRAS13576-4510,MCG-07-29-005,PGC049884,[RC2]A1357-45",210.193,-45.419,14h 00m 46.43s,"-45° 25' 06.72""",2.20,1.51,1.46,12.78,12.24,31.52,0.79,65.62
49877,G,PGC049877,PGC049877,210.174,-51.037,14h 00m 41.87s,"-51° 02' 11.75""",2.10,1.36,1.55,,,,,
49901,G,ESO445-089,"2MASXJ14010403-3019381,ESO445-089,ESOLV4450890,HIPASSJ1401-30,IRAS13581-3005,LGG367:[G93]003,MCG-05-33-036,PGC049901,UGCA378,FLASHJ140103.42-301929.8",210.267,-30.327,14h 01m 03.97s,"-30° 19' 37.76""",2.33,1.92,1.21,13.16,12.80,32.84,0.43,120.57
50042,G,NGC5440,"2MASXJ14030101+3445281,CGCG191-040,LGG370:[G93]002,MCG+06-31-052,NGC5440,PGC050042,UGC08963,UZC140048+35000,AGC008963",210.754,34.758,14h 03m 01.06s,"+34° 45' 28.67""",2.84,1.45,1.96,13.27,,33.71,0.17,179.90
50080,G,NGC5444,"2MASXJ14032415+3507554,CGCG191-041,LGG370:[G93]003,MCG+06-31-054,NGC5444,PGC050080,SDSSJ140324.12+350755.5,UGC08974,UZC140112+35230",210.851,35.132,14h 03m 24.14s,"+35° 07' 55.48""",2.48,1.94,1.28,12.79,11.86,33.95,0.26,201.20
50100,G,NGC5419,"2MASXJ14033877-3358422,ESO384-039,ESOLV3840390,LGG369:[G93]006,MCG-06-31-019,NGC5419,PGC050100,FLASHJ140338.55-335841.4",210.911,-33.979,14h 03m 38.59s,"-33° 58' 43.49""",3.98,2.92,1.36,11.90,10.77,33.87,0.27,193.48
50120,G,IC0971,"2MASXJ14035278-1008260,6dFJ1403528-100826,AGC540009,IC0971,IRAS14012-0954,MCG-02-36-005,PGC050120",210.970,-10.141,14h 03m 52.79s,"-10° 08' 26.15""",2.26,1.29,1.76,13.33,12.88,33.46,0.32,160.78
50177,G,PGC050177,"2MASXJ14043536-1013156,6dFJ1404354-101316,MCG-02-36-011,PGC050177",211.147,-10.221,14h 04m 35.36s,"-10° 13' 15.60""",2.11,1.02,2.06,14.20,,36.05,0.10,528.23
50323,G,NGC5468,"2MASXJ14063487-0527113,HIPASSJ1406-05,IRAS14039-0512,LGG374:[G93]003,MCG-01-36-007,NGC5468,PGC050323,UGCA384",211.645,-5.453,14h 06m 34.90s,"-05° 27' 10.78""",2.29,2.14,1.07,12.94,12.05,33.40,0.03,156.32
50330,G,ESO175-001,"2MASXJ14064045-5521265,ESO175-001,IRAS14032-5507,PGC050330,WKK2962,[V89]185",211.669,-55.357,14h 06m 40.51s,"-55° 21' 26.96""",2.01,1.38,1.46,13.85,,33.61,0.30,172.28
