pgc,objtype,objname,alt_names,ra_deg,dec_deg,ra_readable,dec_readable,major_arcmin,minor_arcmin,axis_ratio_a_over_b,bt_mag,vt_mag,modbest,e_modbest,distance_mly
50334,G,UGC09024,"2MASXJ14064054+2204121,AGC009024,HIPASSJ1406+22,LOG310,NPM1G+22.0443,PGC050334,SDSSJ140640.53+220412.3,SDSSJ140640.54+220412.3,UGC09024",211.669,22.070,14h 06m 40.53s,"+22° 04' 12.35""",2.08,2.02,1.03,16.11,,32.40,0.28,98.36
50325,G,ESO384-053,"2MASXJ14063547-3418415,6dFJ1406355-341842,ESO384-053,ESOLV3840530,HIPASSJ1406-34,IRAS14036-3404,MCG-06-31-024,PGC050325,FLASHJ140635.34-341846.8",211.648,-34.312,14h 06m 35.47s,"-34° 18' 41.75""",2.18,1.43,1.53,13.24,,34.21,0.23,226.48
50423,G,NGC5488,"2MASXJ14080312-3318537,2MASXJ14080314-3318542,6dFJ1408031-331854,ESO384-058,ESOLV3840580,IC4375,IRAS14051-3305,LGG369:[G93]010,MCG-05-33-048,NGC5488,PGC050423,PGC678102,FLASHJ140803.71-331855.4",212.013,-33.315,14h 08m 03.12s,"-33° 18' 53.55""",2.63,0.73,3.58,13.31,,34.03,0.25,209.04
50448,G,ESO221-026,"2MASXJ14082374-4758149,2MIG1939,6dFJ1408237-475814,ESO221-026,ESOLV2210260,PGC050448",212.099,-47.971,14h 08m 23.70s,"-47° 58' 14.30""",3.16,2.18,1.45,12.07,11.05,31.39,0.85,61.83
50444,G,PGC050444,"2MASXJ14080681-0904182,GIN336,MCG-01-36-010,NPM1G-08.0439,PGC050444,PGC095541,[GSB2009]J140806.84-090418.1",212.028,-9.072,14h 08m 06.81s,"-09° 04' 17.90""",2.09,1.62,1.29,14.10,,36.10,0.10,540.54
50600,G,NGC5483,"2MASXJ14102503-4319285,2MIG1946,6dFJ1410250-431929,ESO271-019,ESOLV2710190,HIPASSJ1410-43,IRAS14072-4305,IRAS14073-4305,MCG-07-29-008,NGC5483,PGC050600",212.604,-43.325,14h 10m 25.03s,"-43° 19' 28.64""",3.40,3.07,1.11,11.93,11.13,31.92,0.65,78.82
50706,G,ESO221-032,"2MASXJ14120913-4923222,6dFJ1412092-492322,ESO221-032,ESOLV2210320,FAIR0326,HIPASSJ1412-49,IRAS14088-4909,PGC050706,[V89]186",213.038,-49.390,14h 12m 09.14s,"-49° 23' 22.30""",2.30,1.92,1.20,12.81,12.29,33.04,0.39,132.02
50701,G,NGC5489,"2MASXJ14120072-4605192,ESO271-021,ESOLV2710210,NGC5489,PGC050701",213.003,-46.089,14h 12m 00.72s,"-46° 05' 19.20""",2.29,1.28,1.79,13.16,,33.10,0.38,135.84
50732,G,NGC5494,"2MASXJ14122417-3038387,6dFJ1412242-303839,ESO446-025,ESOLV4460250,HIPASSJ1412-30,IRAS14094-3024,LGG375:[G93]002,MCG-05-34-001,NGC5494,PGC050732,FLASHJ141224.07-303839.3",213.101,-30.644,14h 12m 24.18s,"-30° 38' 38.81""",2.33,2.18,1.07,13.30,12.63,32.99,0.37,129.31
50776,G,NGC5513,"2MASXJ14130864+2024587,CGCG133-011,MCG+04-34-005,NGC5513,PGC050776,SDSSJ141308.62+202458.5,SDSSJ141308.63+202458.6,UGC09099,UZC141048+20400",213.286,20.416,14h 13m 08.63s,"+20° 24' 58.58""",2.02,1.09,1.86,13.78,,34.40,0.21,247.87
50799,G,ESO446-031,"2MASXJ14133007-2935408,6dFJ1413301-293541,ESO446-031,ESOLV4460310,HIPASSJ1413-29,IRAS14106-2921,LGG375:[G93]003,MCG-05-34-002,PGC050799,FLASHJ141330.35-293542.7,2MASXIJ1413300-293540,LCSB_L620O",213.375,-29.595,14h 13m 30.06s,"-29° 35' 40.54""",2.05,1.87,1.10,13.60,,32.91,0.41,124.40
50905,G,IC4386,"2MFGC11568,ESO271-025,ESOLV2710250,HIPASSJ1415-43,IC4386,IRAS14118-4343,IRAS14119-4343,MCG-07-29-011,PGC050905,PGC542441",213.760,-43.961,14h 15m 02.42s,"-43° 57' 39.04""",2.56,1.21,2.12,12.75,,31.67,0.31,70.51
50960,G,NGC5516,"2MASXJ14155467-4806535,ESO221-034,ESOLV2210340,NGC5516,PGC050960",213.978,-48.115,14h 15m 54.67s,"-48° 06' 53.50""",2.40,1.57,1.52,13.01,11.99,33.95,0.26,201.29
51207,G,UGC09169,"2MASXJ14194463+0921444,AGC009169,CGCG075-008,FGC1744,HIPASSJ1419+09,KUG1417+095,MCG+02-37-001,NIBLES2096,PGC051207,RFGC2761,SDSSJ141944.72+092145.4,UGC09169,[RC2]A1417+09,UZC141718+09360",214.936,9.363,14h 19m 44.72s,"+09° 21' 45.40""",4.55,0.87,5.25,14.70,,31.11,0.35,54.30
51245,G,NGC5556,"2MASXJ14203412-2914307,6dFJ1420341-291430,AGC030589,DDO243,ESO446-050,ESOLV4460500,HIPASSJ1420-29,IRAS14176-2900,IRAS14176-2901,MCG-05-34-009,NGC5556,PGC051245,UGCA389,FLASHJ142034.26-291431.9",215.142,-29.242,14h 20m 34.10s,"-29° 14' 30.29""",3.45,2.75,1.26,12.82,11.82,31.17,0.36,55.90
51250,G,ESO511-033,"2MASXJ14204194-2723072,2MFGC11655,6dFJ1420419-272307,ESO511-033,ESOLV5110330,IRAS14178-2709,MCG-04-34-012,PGC051250,FLASHJ142041.98-272308.2",215.175,-27.385,14h 20m 41.94s,"-27° 23' 07.68""",2.11,0.47,4.50,14.96,,35.30,0.14,374.31
51286,G,NGC5577,"2MASXJ14211311+0326087,AGC009187,CGCG047-022,HIPASSJ1421+03,IRAS14187+0339,LGG379:[G93]006,MCG+01-37-009,NGC5577,NIBLES2112,PGC051286,SDSSJ142113.08+032609.2,UGC09187,UZC141842+03400",215.305,3.436,14h 21m 13.10s,"+03° 26' 09.04""",2.86,0.73,3.94,13.47,,31.52,0.32,65.65
51288,G,IC4402,"2MASXJ14211309-4617524,2MFGC11663,2MIG1969,6dFJ1421131-461752,AGC030593,ESO272-005,ESOLV2720050,HIPASSJ1421-46,IC4402,IRAS14179-4604,IRAS14180-4604,PGC051288",215.304,-46.298,14h 21m 13.03s,"-46° 17' 51.96""",5.78,0.96,6.00,12.04,11.82,31.29,0.32,59.08
51659,G,PGC051659,"GLXYG319.9+13.4+386,HIPASSJ1428-46,PGC051659,[PDS2002]1668",217.015,-46.305,14h 28m 03.59s,"-46° 18' 18.63""",2.30,0.85,2.72,16.50,,27.79,0.13,11.80
51763,G,ESO385-030,"2MASXJ14291940-3327184,6dFJ1429194-332718,ESO385-030,ESOLV3850300,MCG-05-34-014,PGC051763,FLASHJ142919.37-332718.2",217.331,-33.455,14h 29m 19.40s,"-33° 27' 17.96""",2.47,1.26,1.97,12.98,,33.10,0.38,135.84
51795,G,NGC5660,"2MASXJ14294980+4937214,CGCG247-035,IRAS14280+4950,LGG384:[G93]002,MCG+08-26-039,NGC5660,NIBLES2150,PGC051795,SDSSJ142949.82+493721.4,UGC09325,UZC142800+49500",217.458,49.623,14h 29m 49.81s,"+49° 37' 21.42""",2.64,2.43,1.09,12.38,11.91,32.91,0.42,124.40
51820,G,ESO385-032,"2MASXJ14301195-3657517,2MIG1990,6dFJ1430119-365752,AGC030669,ESO385-032,ESOLV3850320,IRAS14271-3644,LOG322,MCG-06-32-008,PGC051820",217.550,-36.964,14h 30m 11.97s,"-36° 57' 51.65""",2.06,1.32,1.56,13.30,,32.91,0.23,124.63
51846,G,NGC5645,"2MASXJ14303940+0716300,AGC009328,CGCG047-070,HIPASSJ1430+07,IRAS14281+0729,KUG1428+074,MCG+01-37-019,NGC5645,NIBLES2157,PGC051846,SDSSJ143039.34+071630.3,SDSSJ143039.35+071630.3,SDSSJ143039.35+071630.4,UGC09328,UZC142812+07300",217.664,7.275,14h 30m 39.35s,"+07° 16' 30.32""",2.02,1.09,1.85,12.90,12.41,31.04,0.31,52.53
51969,G,NGC5643,"2MASXJ14324077-4410285,6dFJ1432407-441028,ESO272-016,ESOLV2720160,HIPASSJ1432-44,IRAS14294-4357,MCG-07-30-003,NGC5643,PGC051969",218.170,-44.174,14h 32m 40.70s,"-44° 10' 28.11""",5.25,4.59,1.14,10.79,11.49,31.03,1.00,52.41
52084,G,IC4453,"2MASXJ14342863-2731067,6dFJ1434287-273107,ESO512-004,ESOLV5120040,IC4453,MCG-04-34-020,PGC052084,FLASHJ143429.23-273107.1",218.620,-27.519,14h 34m 28.70s,"-27° 31' 07.00""",2.09,0.97,2.14,13.14,12.19,33.54,0.31,166.50
52161,G,NGC5670,"2MASXJ14353601-4558011,6dFJ1435360-455801,ESO272-019,ESOLV2720190,NGC5670,PGC052161",218.900,-45.967,14h 35m 36.03s,"-45° 58' 00.81""",2.59,1.18,2.19,12.95,11.96,33.04,0.39,132.02
52345,G,PGC052345,"DDO195,HIPASSJ1438-08,MCG-01-37-010,PGC052345,[RC2]A1436-08",219.726,-8.627,14h 38m 54.33s,"-08° 37' 35.99""",2.64,0.68,3.90,,,32.21,0.57,90.16
52381,G,NGC5688,"2MASXJ14393515-4501082,6dFJ1439352-450108,AGC030759,ESO272-022,ESOLV2720220,HIPASSJ1439-45,IRAS14363-4448,MCG-07-30-004,NGC5688,PGC052381",219.896,-45.019,14h 39m 35.14s,"-45° 01' 08.38""",4.15,1.92,2.16,12.78,11.81,32.74,0.23,115.41
52410,G,IC4472,"2MASXJ14401087-4418526,2MFGC11897,AGC030762,ESO272-023,ESOLV2720230,HIPASSJ1440-44,IC4472,IRAS14369-4406,MCG-07-30-005,PGC052410",220.045,-44.315,14h 40m 10.84s,"-44° 18' 52.85""",2.69,0.60,4.49,13.96,,32.69,0.28,112.52
52396,G,NGC5730,"2MASXJ14395218+4244324,2MFGC11893,CGCG220-044,IRAS14379+4257,KPG430A,MCG+07-30-046,NGC5730,NIBLES2197,PGC052396,SDSSJ143952.16+424432.4,SDSSJ143952.17+424432.1,SDSSJ143952.17+424432.2,SDSSJ143952.18+424432.2,UGC09456,UZC143800+42580",219.967,42.742,14h 39m 52.17s,"+42° 44' 32.40""",2.01,0.38,5.25,14.45,,32.65,0.43,110.36
52507,G,NGC5729,"2MASXJ14420688-0900339,2MFGC11916,HIPASSJ1442-08,IRAS14394-0847,MCG-01-37-012,NGC5729,PGC052507",220.529,-9.009,14h 42m 06.86s,"-09° 00' 34.17""",2.47,0.62,3.97,12.98,,32.21,0.57,90.16
52599,G,ESO512-018,"2MASXJ14433392-2427392,6dFJ1443339-242739,ESO512-018,ESOLV5120180,MCG-04-35-004,PGC052599",220.891,-24.461,14h 43m 33.93s,"-24° 27' 38.91""",3.41,1.88,1.81,13.09,,33.52,0.31,164.60
52600,G,ESO512-019,"6dFJ1443365-242758,ESO512-019,ESOLV5120190,IRAS14407-2415,MCG-04-35-006,PGC052600",220.902,-24.466,14h 43m 36.46s,"-24° 27' 57.60""",2.17,0.80,2.73,13.31,,33.71,0.29,179.98
52647,G,ESO222-015,"ESO222-015,HIPASSJ1444-49,PGC052647,WKK4231",221.113,-49.400,14h 44m 27.20s,"-49° 23' 59.00""",2.60,0.90,2.90,,,32.51,0.50,103.47
52650,u,ESO041-008,"ESO041-008,PGC052650",221.132,-74.842,14h 44m 31.74s,"-74° 50' 30.47""",4.78,3.84,1.24,,,,,
52689,G,UGC09500,"AGC009500,DDO196,HIPASSJ1445+07,PGC052689,UGC09500,[RC2]A1442+08,ESDO723-09",221.339,7.862,14h 45m 21.44s,"+07° 51' 44.60""",2.52,2.52,1.00,18.00,,32.16,0.59,88.27
52774,G,ESO447-036,"2MASXJ14465325-2742541,2MFGC11964,2MIG2027,6dFJ1446533-274254,ESO447-036,ESOLV4470360,MCG-05-35-005,PGC052774",221.722,-27.715,14h 46m 53.27s,"-27° 42' 54.12""",2.22,0.30,7.29,14.63,,34.24,0.22,230.37
52811,G,IC1055,"2MASXJ14472570-1342580,6dFJ1447257-134258,AGC540133,HIPASSJ1447-13,IC1055,IC4491,IRAS14446-1330,MCG-02-38-011,PGC052811",221.857,-13.716,14h 47m 25.70s,"-13° 42' 58.15""",2.26,0.76,2.99,13.12,,33.16,0.26,140.03
52824,G,ESO580-029,"2MASXJ14473366-1945507,2MFGC11983,6dFJ1447337-194551,AGC030851,ESO580-029,ESOLV5800290,IRAS14447-1933,MCG-03-38-009,PGC052824",221.890,-19.764,14h 47m 33.69s,"-19° 45' 51.05""",2.29,0.39,5.87,14.23,,32.77,0.27,116.53
52839,G,NGC5757,"2MASXJ14474636-1904427,6dFJ1447464-190443,ESO580-033,ESOLV5800330,HIPASSJ1447-19,IRAS14449-1852,MCG-03-38-014,NGC5757,PGC052839,PGC860092",221.943,-19.078,14h 47m 46.41s,"-19° 04' 42.60""",2.09,1.39,1.50,13.27,13.60,32.97,0.40,128.24
52825,G,NGC5756,"2MASXJ14473370-1451128,6dFJ1447337-145113,AGC540134,IRAS14448-1438,MCG-02-38-012,NGC5756,PGC052825",221.891,-14.854,14h 47m 33.72s,"-14° 51' 12.90""",2.95,1.13,2.62,13.04,12.28,32.11,0.29,86.34
52940,G,PGC052940,"2MASXJ14493068-1010338,2MFGC12022,ARP261:,DDO197,IRAS14468-0957,MCG-02-38-016,PGC052940,VV140:,[RC2]A1446-09",222.378,-10.175,14h 49m 30.64s,"-10° 10' 30.44""",2.24,1.23,1.82,13.38,12.83,32.25,0.57,92.09
52991,G,ESO580-041,"2MASXJ14503645-1809041,2MFGC12034,6dFJ1450365-180904,AGC030885,ESO580-041,ESOLV5800410,HIPASSJ1450-18,IRAS14478-1756,MCG-03-38-019,PGC052991",222.652,-18.151,14h 50m 36.45s,"-18° 09' 04.17""",2.07,0.41,5.02,14.39,,32.73,0.43,114.88
53043,G,NGC5777,"2MASXJ14511779+5858401,2MASXJ14511789+5858398,CGCG296-018,EGISJ145117.8+585841,EONJ222.830+58.978,FGC1822,IRAS14499+5910,IRAS14500+5910,MCG+10-21-034,NGC5777,NIBLES2243,PGC053043,PGC3136679,RFGC2878,SDSSJ145117.82+585840.6,SDSSJ145117.84+585840.6,SDSSJ145117.84+585841.2,SDSSJ145117.86+585840.9,SDSSJ145117.86+585841.0,SDSSJ145117.95+585841.9,UGC09568,UZC145000+59100,SDSSJ145117.80+585841.1",222.824,58.978,14h 51m 17.85s,"+58° 58' 41.02""",2.96,0.42,7.13,14.03,,33.01,0.27,130.56
53456,G,ESO581-004,"2MASXJ14572984-1827120,2MFGC12117,6dFJ1457299-182712,AGC030954,ESO581-004,ESOLV5810040,FGC1833,HIPASSJ1457-18,MCG-03-38-031,PGC053456,PGC867970,RFGC2895",224.374,-18.453,14h 57m 29.86s,"-18° 27' 11.84""",2.12,0.33,6.46,15.20,,33.73,0.28,181.90
53500,G,ESO273-014,"2MASXJ14583037-4741561,ESO273-014,HIPASSJ1458-47,IRAS14550-4730,PGC053500,WKK4495",224.626,-47.699,14h 58m 30.34s,"-47° 41' 55.63""",4.81,3.54,1.36,12.89,11.96,28.45,1.24,15.97
53527,G,NGC5786,"2MASXJ14585625-4200482,ESO327-037,HIPASSJ1458-42,IRAS14556-4148,MCG-07-31-004,NGC5786,PGC053527",224.735,-42.013,14h 58m 56.29s,"-42° 00' 48.00""",2.43,1.47,1.66,12.58,11.89,32.84,0.55,120.51
53516,G,NGC5791,"2MASXJ14584622-1916006,ESO581-007,ESOLV5810070,LGG389:[G93]002,MCG-03-38-035,NGC5791,PGC053516",224.693,-19.267,14h 58m 46.21s,"-19° 16' 00.76""",2.47,1.31,1.88,12.70,11.85,33.46,0.32,160.78
53595,G,PGC053595,"HIPASSJ1500-13,LGG391:[G93]001,MCG-02-38-024,PGC053595,UGCA397",225.100,-13.553,15h 00m 24.09s,"-13° 33' 09.52""",2.02,1.93,1.05,,,33.10,0.38,135.84
53634,G,PGC053634,"6dFJ1501001-150718,AGC540178,HIPASSJ1501-15,LGG391:[G93]002,MCG-02-38-027,PGC053634,PGC160391",225.250,-15.122,15h 01m 00.07s,"-15° 07' 18.30""",2.11,0.47,4.50,15.39,,33.09,0.25,135.53
53639,G,ESO223-009,"ESO223-009,HIPASSJ1501-48,PGC053639,WKK4549",225.286,-48.292,15h 01m 08.59s,"-48° 17' 30.63""",3.28,2.90,1.13,13.82,,29.00,0.01,20.58
53655,G,ESO328-005,"2MASXJ15013075-3759322,6dFJ1501308-375932,ESO328-005,IRAS14583-3747,MCG-06-33-011,PGC053655,PGC614696",225.378,-37.992,15h 01m 30.79s,"-37° 59' 32.12""",2.41,0.50,4.78,14.95,,34.09,0.24,214.80
53796,G,PGC053796,"2MASXJ15042713-1426234,6dFJ1504272-142622,AGC550006,FGC1847,HIPASSJ1504-14,LGG391:[G93]003,MCG-02-38-032,PGC053796,RFGC2914",226.113,-14.440,15h 04m 27.13s,"-14° 26' 22.45""",2.08,0.33,6.27,15.32,,33.25,0.30,145.55
53930,G,NGC5846A,"MCG+00-38-026,NGC5846:[CMI2006]F02-4003,NGC5846:[MTT2005]201,NGC5846A,PGC053930",226.621,1.595,15h 06m 29.14s,"+01° 35' 41.86""",3.16,2.22,1.43,12.65,13.37,32.77,0.44,116.80
54075,G,NGC5858,"2MASXJ15084914-1112280,MCG-02-39-002,NGC5858,PGC054075",227.205,-11.208,15h 08m 49.15s,"-11° 12' 27.90""",2.16,1.19,1.82,14.12,,32.51,0.50,103.47
54267,G,NGC5866B,"CGCG274-033,KUG1510+559,MCG+09-25-034,NGC5866B,PGC054267,SDSSJ151207.10+554706.2,SDSSJ151207.12+554706.3,SDSSJ151207.14+554706.1,SDSSJ151207.20+554706.3,UGC09769",228.030,55.785,15h 12m 07.14s,"+55° 47' 06.22""",2.33,1.66,1.41,15.43,,31.11,0.96,54.30
54348,G,ESO581-025,"2MASXJ15133093-2040303,2MFGC12314,6dFJ1513309-204030,AGC031080,ESO581-025,ESOLV5810250,HIPASSJ1513-20,IRAS15106-2029,MCG-03-39-003,PGC054348,UGCA402",228.379,-20.675,15h 13m 30.93s,"-20° 40' 30.49""",3.24,0.67,4.84,13.53,,32.19,0.23,89.46
54365,G,NGC5892,"2MASXJ15134821-1527492,6dFJ1513482-152749,AGC550030,HIPASSJ1513-15,IRAS15109-1516,IRAS15110-1516,MCG-02-39-007,NGC5892,NPM1G-15.0523,PGC054365,[RC2]A1511-15",228.451,-15.464,15h 13m 48.22s,"-15° 27' 49.24""",3.05,2.40,1.27,13.25,12.17,32.66,0.46,111.08
54364,G,NGC5878,"2MASXJ15134569-1416112,6dFJ1513457-141611,AGC550029,HIPASSJ1513-14,IRAS15109-1405,MCG-02-39-006,NGC5878,PGC054364,PGC926782,UGCA403",228.441,-14.270,15h 13m 45.73s,"-14° 16' 11.34""",3.27,1.21,2.71,12.33,11.67,32.25,0.11,91.88
54392,G,ESO274-001,"2MASXJ15141342-4648331,2MIG2079,ESO274-001,ESOLV2740010,FGCE1205,HIPASSJ1514-46,IRAS15108-4637,PGC054392,RFGC2937",228.556,-46.809,15h 14m 13.40s,"-46° 48' 33.05""",9.79,1.55,6.32,11.72,11.19,27.23,0.06,9.13
54429,G,NGC5885,"2MASXJ15150414-1005101,2MIG2081,6dFJ1515042-100510,AGC550035,HIPASSJ1515-10,IRAS15123-0954,MCG-02-39-013,NGC5885,PGC054429",228.767,-10.086,15h 15m 04.17s,"-10° 05' 09.96""",3.12,2.62,1.19,12.34,11.70,32.43,0.52,99.68
54611,G,PGC054611,"2MASXJ15175902-1619154,2MFGC12364,6dFJ1517590-161916,IRAS15151-1608,PGC054611",229.496,-16.321,15h 17m 59.01s,"-16° 19' 15.51""",2.09,0.29,7.19,14.93,,35.16,0.15,350.29
54776,G,IC4538,"2MASXJ15211162-2339302,6dFJ1521116-233930,AGC031143,ESO514-010,ESOLV5140100,IC4538,IRAS15182-2328,LGG398:[G93]004,LOG353,MCG-04-36-013,PGC054776,UGCA406",230.298,-23.658,15h 21m 11.59s,"-23° 39' 30.20""",2.47,1.93,1.28,12.89,12.38,33.10,0.38,135.84
54825,G,NGC5916,"2MASXJ15213793-1310092,6dFJ1521379-131009,AGC550054,IRAS15188-1259,MCG-02-39-020,NGC5916,PGC054825",230.408,-13.169,15h 21m 37.91s,"-13° 10' 09.30""",3.09,0.70,4.45,13.48,,32.70,0.46,112.99
55057,G,UGC09841,"2MASXJ15253406+1816379,2MFGC12450,AGC009841,CGCG106-040,EGISJ152534.1+181638,EONJ231.392+18.277,FGC1897,IRAS15232+1827,KPG465A,MCG+03-39-025,PGC055057,RFGC2974,SDSSJ152534.10+181638.5,UGC09841,UZC152312+18270",231.392,18.277,15h 25m 34.10s,"+18° 16' 38.33""",2.30,0.41,5.65,14.48,,34.13,0.24,218.69
55065,G,UGC09853,"2MASXJ15254679+5226413,2MFGC12453,2MIG2102,CGCG274-043,IRAS15243+5237,KIG0676,MCG+09-25-050,PGC055065,SDSSJ152546.70+522641.0,SDSSJ152546.71+522641.2,UGC09853,UZC152424+52370",231.445,52.445,15h 25m 46.74s,"+52° 26' 41.35""",2.03,0.44,4.57,14.94,,34.75,0.18,290.96
55277,!,ESO135-010,"ESO135-010,PGC055277",232.677,-58.147,15h 30m 42.43s,"-58° 08' 50.76""",3.17,1.12,2.84,,,,,
55625,G,NGC5959,"2MASXJ15372243-1635448,MCG-03-40-002,NGC5959,NPM1G-16.0490,PGC055625",234.343,-16.596,15h 37m 22.41s,"-16° 35' 44.70""",2.09,1.44,1.46,14.79,,35.12,0.15,344.37
55738,G,NGC5968,"2MASXJ15395715-3033100,2MIG2139,6dFJ1539572-303310,ESO450-005,ESOLV4500050,HIPASSJ1540-30,IRAS15368-3023,MCG-05-37-001,NGC5968,PGC055738",234.988,-30.553,15h 39m 57.19s,"-30° 33' 10.22""",2.29,2.13,1.07,13.13,12.23,34.49,0.20,257.65
55740,G,NGC5987,"2MASXJ15395738+5804463,2MASXJ15395739+5804458,CGCG297-026,IRAS15387+5814,LGG402:[G93]003,MCG+10-22-032,NGC5987,PGC055740,SDSSJ153957.35+580446.2,UGC09971,UZC153848+58150",234.989,58.080,15h 39m 57.40s,"+58° 04' 46.30""",3.84,1.32,2.90,12.72,11.72,33.41,0.33,156.90
56292,G,ESO515-013,"2MASXJ15530046-2717315,6dFJ1553005-271732,AGC031316,ESO515-013,PGC056292",238.252,-27.292,15h 53m 00.46s,"-27° 17' 31.33""",2.02,0.74,2.74,14.26,,35.49,0.13,408.34
56579,G,NGC6027E,"2MASXJ15591254+2045483,7ZW631:,CGCG137-010:,HCG079B,MCG+04-38-008,NGC6027E,PGC056579,SDSSJ155912.53+204548.0,SDSSJ155912.54+204548.0,SDSSJ155912.54+204548.1,UGC10116:,VV115:,UZC155700+20550",239.802,20.763,15h 59m 12.56s,"+20° 45' 48.02""",2.28,1.29,1.77,14.39,,34.13,0.23,218.69
56891,G,ESO136-016,"2MASXJ16034936-6058402,2MFGC12892,ESO136-016,FGCE1235,HIPASSJ1603-60,LGG405:[G93]001,PGC056891,RFGC3079,WKK5768",240.955,-60.978,16h 03m 49.29s,"-60° 58' 40.36""",3.32,0.47,7.13,15.20,,34.42,0.21,249.82
57546,?,ESO137-003,"2MASXJ16134598-6100295,ESO137-003,ESOLV1370030,PGC057546,PGC2801772,WKK6193",243.442,-61.008,16h 13m 45.98s,"-61° 00' 29.50""",3.65,1.27,2.88,13.55,,33.16,0.37,139.71
57627,G,UGC10297,"2MASXJ16152880+1854174,2MFGC13061,CGCG108-169,FGC2009,KAZ420,MCG+03-41-144,PGC057627,RFGC3114,SDSSJ161528.85+185417.0,UGC10297,UZC161312+19010,2MASXIJ1615288+185427,LCSB_L679O",243.870,18.905,16h 15m 28.84s,"+18° 54' 17.23""",2.15,0.43,5.01,14.99,,32.83,0.23,120.18
57649,G,ESO137-008,"2MASXJ16154609-6055071,ESO137-008,ESOLV1370080,LGG407:[G93]001,PGC057649,WKK6312",243.942,-60.919,16h 15m 46.11s,"-60° 55' 06.99""",2.01,1.75,1.15,12.92,,33.64,0.29,174.27
57652,G,ESO137-010,"2MASXJ16155013-6048111,ESO137-010,ESOLV1370100,LGG407:[G93]002,PGC057652,PGC057860,WKK6318",243.959,-60.803,16h 15m 50.14s,"-60° 48' 10.79""",3.74,2.20,1.70,12.57,,33.57,0.17,168.59
57799,G,NGC6106,"2MASXJ16184720+0724396,AGC010328,CGCG052-001,HIPASSJ1618+07,IRAS16163+0731,MCG+01-41-016,NGC6106,NIBLES2362,PGC057799,SDSSJ161846.97+072434.1,UGC10328,UZC161624+07320",244.696,7.409,16h 18m 46.99s,"+07° 24' 33.96""",2.19,1.18,1.86,12.79,12.20,31.89,0.24,78.06
57888,G,ESO137-018,"ESO137-018,ESOLV1370180,FAIR0478,HIPASSJ1620-60,IRAS16169-6022,PGC057888,PGC090241,WKK6594,2MASXJ16205835-6029274",245.247,-60.487,16h 20m 59.20s,"-60° 29' 13.00""",3.89,1.39,2.81,12.32,12.22,28.84,0.06,19.15
58117,G,ESO137-026,"2MASXJ16260948-6139433,ESO137-026,ESOLV1370260,PGC058117,WKK6829",246.540,-61.662,16h 26m 09.48s,"-61° 39' 43.30""",2.02,0.70,2.88,13.76,,34.21,0.23,226.48
58138,G,ESO137-027,"2MFGC13184,ESO137-027,ESOLV1370270,HIPASSJ1626-59,KK240,PGC058138,WKK6851,[KK98]240",246.666,-59.954,16h 26m 39.88s,"-59° 57' 13.71""",3.05,0.56,5.47,14.11,,31.25,0.90,58.05
58315,G,ESO137-029,"2MASXJ16290655-6138394,2MFGC13211,ESO137-029,ESOLV1370290,PGC058315,WKK6937",247.278,-61.644,16h 29m 06.81s,"-61° 38' 36.85""",2.73,1.43,1.91,13.65,,34.37,0.21,244.02
58459,?,ESO452-007,"2MASXJ16321100-2805316,6dFJ1632119-280531,AGC031475,ESO452-007,PGC058459",248.050,-28.092,16h 32m 11.91s,"-28° 05' 30.92""",2.69,0.62,4.37,16.03,,33.87,0.27,193.56
58547,G,ESO137-034,"2MASXJ16351411-5804481,ESO137-034,ESOLV1370340,HIPASSJ1635-58A,IRAS16309-5758,LGG408:[G93]005,PGC058547,WKK7163",248.808,-58.080,16h 35m 14.03s,"-58° 04' 46.29""",5.28,4.17,1.27,12.35,12.34,32.87,0.42,122.53
58663,?,ESO069-006,"2MASXJ16381190-6826080,ESO069-006,IRAS16330-6820,PGC058663",249.550,-68.436,16h 38m 11.96s,"-68° 26' 08.72""",2.79,0.96,2.92,,,36.55,0.08,665.31
58742,G,ESO137-038,"2MASXJ16405260-6023395,ESO137-038,ESOLV1370380,FAIR0480,IRAS16364-6017,PGC058742,WKK7289",250.219,-60.394,16h 40m 52.55s,"-60° 23' 39.75""",4.01,1.44,2.79,12.89,13.04,34.35,0.21,242.01
58785,G,NGC6183,"2MASXJ16414191-6922196,2MFGC13366,ESO069-008,NGC6183,PGC058785",250.425,-69.372,16h 41m 41.90s,"-69° 22' 19.86""",2.36,0.80,2.94,,,34.17,0.23,222.55
58985,G,ESO179-013,"2MASXJ16472005-5726246,2MFGC13442,2MIG2308,ESO179-013,HIPASSJ1647-57,IRAS16430-5721,PGC058985,PGC3080067,WKK7460",251.833,-57.441,16h 47m 20.00s,"-57° 26' 28.00""",4.01,2.30,1.75,,,30.07,1.57,33.64
59038,G,ESO101-014,"2MASXJ16484086-6236215,ESO101-014,ESOLV1010140,FAIR0481,PGC059038",252.170,-62.606,16h 48m 40.90s,"-62° 36' 21.51""",2.21,1.51,1.47,13.07,,32.62,0.47,109.15
59090,G,NGC6246A,"2MASXJ16501398+5523048,CGCG276-050,CGCG277-007,IRAS16492+5528,MCG+09-27-101,NGC6246A,PGC059090,PGC2500306,UGC10584,UZC164912+55280",252.558,55.385,16h 50m 13.98s,"+55° 23' 04.80""",2.17,1.28,1.70,14.16,12.49,34.55,0.20,265.48
